age,gender,height_cm,weight_kg,discipline,session_type,duration_minutes,intensity,distance_m,effort_count,target_calories
29,Male,158.5,105.6,1500m Run,Recovery,150,Low,797,7,3539
24,Male,177.5,109.8,Shot Put,Recovery,88,Low,2846,12,3110
23,Male,190.8,91.8,Javelin,Competition,121,High,929,7,4963
25,Female,186.8,63.7,Javelin,Recovery,137,Medium,4818,19,3004
30,Female,157.3,102.2,Long Jump,Training,45,High,3091,14,3703
24,Female,158.3,48.2,100m Sprint,Recovery,59,Medium,2262,9,2134
31,Male,173.1,60.0,Long Jump,Training,57,High,9525,18,3028
33,Male,168.3,103.3,Long Jump,Recovery,26,Medium,9466,11,3304
16,Male,165.5,61.7,Long Jump,Recovery,139,High,12775,16,3675
38,Female,167.6,59.3,Triple Jump,Training,54,High,7549,19,2768
37,Male,191.2,54.0,Long Jump,Training,97,Medium,3480,11,2907
16,Female,196.8,100.8,1500m Run,Training,57,Medium,3342,18,3591
20,Female,173.2,77.5,Javelin,Training,47,Medium,6053,11,2908
33,Female,195.8,88.9,200m Sprint,Competition,119,Medium,7574,4,4185
22,Female,169.5,60.5,800m Run,Training,57,Medium,7859,18,2466
40,Female,176.4,94.3,Discus,Recovery,143,Medium,9409,19,3541
17,Female,165.2,94.4,1500m Run,Recovery,111,Medium,9656,13,3673
40,Male,183.8,65.3,Discus,Competition,116,Medium,12600,4,3337
28,Male,199.1,71.7,800m Run,Training,25,High,4174,10,3501
39,Female,182.2,58.6,200m Sprint,Recovery,146,Medium,14515,5,2825
30,Female,171.1,108.5,High Jump,Competition,34,Medium,7147,3,3423
15,Male,184.2,87.0,Discus,Recovery,127,High,4770,16,4525
35,Female,160.5,105.7,Discus,Competition,150,High,5833,8,5058
17,Female,195.0,64.7,200m Sprint,Competition,62,Low,8205,7,2529
36,Male,177.6,95.8,100m Sprint,Training,66,Low,7002,19,3079
40,Female,175.2,94.8,1500m Run,Competition,118,Medium,2293,14,4079
32,Female,181.4,90.0,Hammer,Recovery,33,Medium,2045,15,2839
23,Female,183.1,107.8,100m Sprint,Recovery,134,Low,1037,17,3199
20,Male,158.2,70.6,100m Sprint,Training,21,Low,6242,1,2254
37,Male,185.7,53.5,100m Sprint,Training,54,Medium,12320,6,2641
35,Male,165.9,88.7,Long Jump,Competition,29,Low,9651,15,2530
39,Female,187.1,92.4,Shot Put,Training,131,Medium,8448,12,3965
15,Female,192.0,82.4,Discus,Recovery,40,High,12321,20,3400
35,Male,191.2,58.4,Javelin,Recovery,34,High,6162,2,3110
24,Female,179.9,77.8,Hammer,Training,131,Low,4073,5,2788
20,Female,178.4,65.3,100m Sprint,Training,145,High,1283,9,4330
37,Female,161.4,72.8,1500m Run,Training,104,High,6732,20,3684
26,Female,189.9,86.9,Shot Put,Competition,104,High,5945,14,4488
18,Female,167.2,93.4,Shot Put,Competition,24,High,3487,18,3262
27,Male,177.4,60.1,100m Sprint,Recovery,136,Medium,2184,8,3036
31,Female,167.8,71.3,Triple Jump,Competition,91,Medium,8550,2,2984
22,Male,161.0,62.5,100m Sprint,Competition,93,Low,11983,9,2653
40,Female,183.3,57.9,Triple Jump,Competition,70,High,13041,7,2979
34,Male,157.4,95.9,100m Sprint,Competition,43,High,13890,18,3752
17,Female,188.7,104.1,Hammer,Recovery,57,High,3187,16,4015
26,Male,169.3,69.1,1500m Run,Training,63,Low,12691,5,2657
21,Female,155.0,93.8,Triple Jump,Recovery,94,Medium,9417,15,3314
26,Male,178.0,103.3,Long Jump,Competition,114,High,5495,5,5626
16,Female,157.1,100.0,Shot Put,Training,42,Medium,2297,11,2930
38,Male,167.4,56.9,100m Sprint,Training,143,Low,14781,14,2447
28,Female,186.8,107.2,Shot Put,Training,105,Medium,7097,19,4023
36,Male,157.8,69.5,100m Sprint,Recovery,62,High,8469,3,3244
37,Male,192.8,67.1,Discus,Training,59,Medium,12399,10,3081
19,Female,155.2,49.1,Discus,Recovery,66,Medium,10178,6,2176
23,Female,166.1,76.6,400m Sprint,Recovery,39,Low,3544,3,2124
35,Male,188.3,52.1,100m Sprint,Competition,128,Low,10985,2,2676
25,Female,169.2,61.2,400m Sprint,Competition,87,Low,6831,13,2338
19,Male,159.6,65.6,Hammer,Training,43,Low,391,18,2246
17,Male,171.2,97.6,Javelin,Training,55,Medium,968,2,3558
31,Male,167.2,101.9,200m Sprint,Competition,64,Medium,10382,15,3702
16,Female,192.9,64.7,200m Sprint,Recovery,149,Low,5151,5,2690
38,Male,169.1,100.8,Shot Put,Recovery,47,Low,10420,15,2824
15,Male,190.5,100.7,Triple Jump,Competition,42,High,10818,17,4552
21,Female,195.1,94.7,100m Sprint,Recovery,110,High,11037,2,4451
28,Female,174.5,54.5,Hammer,Competition,122,Low,4364,18,2218
19,Female,195.9,89.9,800m Run,Competition,57,Medium,3307,15,3435
33,Female,172.0,106.4,100m Sprint,Training,113,Low,10792,20,3370
25,Male,198.4,89.4,100m Sprint,Training,72,Medium,10872,3,3690
37,Male,159.0,66.6,Hammer,Competition,57,Medium,6125,5,2722
39,Male,185.9,77.5,Hammer,Training,62,High,4370,11,3558
16,Male,177.2,87.0,800m Run,Competition,122,Low,4838,9,3399
22,Female,172.4,78.2,200m Sprint,Recovery,133,Low,8277,5,2798
23,Male,183.5,52.8,400m Sprint,Recovery,23,Medium,3134,1,2493
17,Male,186.7,65.3,Javelin,Recovery,24,Low,12691,14,2475
16,Female,155.2,97.2,Shot Put,Recovery,87,High,10431,5,3730
21,Male,162.5,101.0,200m Sprint,Competition,142,High,11556,8,5931
19,Male,187.1,53.9,800m Run,Recovery,99,Low,10237,14,2376
35,Male,185.0,106.9,100m Sprint,Recovery,30,Low,1054,16,3050
40,Male,198.5,66.4,200m Sprint,Recovery,139,High,11593,6,4052
19,Male,189.2,88.1,1500m Run,Recovery,45,Low,3729,8,2894
34,Male,197.8,93.9,Discus,Competition,55,Medium,14442,2,3687
27,Female,186.6,97.8,100m Sprint,Recovery,141,Low,14182,19,3040
35,Female,168.4,106.5,Javelin,Training,78,Medium,2669,9,3511
34,Male,159.7,65.3,High Jump,Training,115,Low,275,5,2504
20,Male,190.2,100.8,800m Run,Training,25,Low,12938,5,3043
34,Female,184.0,53.6,Long Jump,Training,117,High,5717,19,3492
32,Male,157.2,90.8,Triple Jump,Training,75,Medium,12282,4,3534
39,Male,171.2,93.2,Long Jump,Training,113,High,14891,16,4725
16,Male,198.1,89.1,200m Sprint,Competition,46,Low,9297,16,3029
39,Female,177.5,61.4,100m Sprint,Training,139,High,14201,16,3725
40,Male,174.5,101.7,Triple Jump,Recovery,44,Low,8022,7,2887
20,Female,175.6,56.0,Triple Jump,Training,105,Low,8000,18,2278
23,Male,164.4,48.5,Shot Put,Competition,31,Low,14902,1,2100
39,Female,171.6,91.6,Long Jump,Training,106,Medium,12873,3,3557
17,Female,171.6,75.9,Hammer,Recovery,128,Medium,11124,8,3191
15,Male,157.4,100.2,100m Sprint,Recovery,108,Medium,128,1,4107
15,Female,189.5,69.9,Shot Put,Competition,29,High,12543,7,3054
33,Male,173.7,55.9,Hammer,Competition,93,Low,7077,7,2488
19,Female,192.0,99.4,400m Sprint,Competition,96,High,4326,8,5210
27,Male,193.3,80.7,Javelin,Competition,73,High,3568,19,4575
33,Male,164.5,57.3,Long Jump,Training,121,Low,13448,17,2347
26,Female,184.6,91.8,Discus,Training,120,High,7622,11,4859
30,Male,176.3,78.2,Discus,Recovery,92,Low,8080,15,2708
39,Male,194.6,84.3,Javelin,Competition,91,Low,2402,9,3031
39,Female,164.7,75.0,Hammer,Competition,73,Low,1647,17,2319
33,Male,185.5,98.9,Shot Put,Training,22,Low,3556,11,2868
17,Male,182.3,98.9,Javelin,Competition,130,High,12083,6,5408
26,Female,168.3,91.1,400m Sprint,Recovery,115,High,2193,9,4177
19,Female,161.1,51.9,1500m Run,Recovery,90,High,10239,18,2800
16,Male,184.3,99.5,1500m Run,Competition,38,Medium,3104,20,3649
36,Male,188.2,88.6,Discus,Recovery,53,High,4355,2,3815
21,Female,169.2,90.3,High Jump,Recovery,69,High,2134,4,3592
27,Female,184.0,68.6,800m Run,Training,65,Medium,9034,18,2947
39,Male,172.8,102.2,Javelin,Recovery,102,Low,10163,1,3103
29,Female,187.1,92.1,800m Run,Competition,70,Low,12552,11,2966
36,Male,164.0,52.3,High Jump,Competition,73,Low,3903,3,2053
17,Male,195.1,71.5,Shot Put,Recovery,109,Medium,3613,8,3568
35,Male,167.9,102.6,Javelin,Competition,100,High,8583,5,4759
34,Male,171.6,48.1,800m Run,Training,137,High,2279,20,3474
19,Male,157.6,107.5,800m Run,Recovery,38,High,9092,5,3833
38,Female,160.0,89.1,Long Jump,Recovery,46,High,12875,11,3124
22,Female,178.2,86.0,Long Jump,Recovery,26,Medium,10686,12,2806
36,Female,167.0,62.6,High Jump,Competition,88,High,1152,9,3264
15,Female,192.6,61.2,100m Sprint,Competition,113,Low,1294,13,2683
22,Male,155.7,106.2,Javelin,Recovery,132,Medium,8657,20,3987
38,Male,172.1,64.4,400m Sprint,Competition,126,Medium,5289,3,3236
32,Male,170.2,95.4,Shot Put,Competition,139,Low,10367,13,3478
34,Male,155.9,70.6,Long Jump,Recovery,61,Low,3245,11,2313
30,Female,160.6,54.1,Long Jump,Recovery,32,High,6068,11,2387
32,Male,173.6,45.7,1500m Run,Competition,37,Low,13337,20,2020
34,Male,177.2,80.4,Javelin,Recovery,61,Medium,6716,7,3105
26,Female,173.2,108.4,400m Sprint,Recovery,70,Medium,6654,17,3501
27,Female,178.9,69.0,Javelin,Recovery,132,Medium,8679,16,2954
27,Female,181.8,68.2,1500m Run,Recovery,120,High,2938,14,3618
24,Female,155.4,67.4,100m Sprint,Competition,22,High,2626,1,2698
21,Male,175.9,78.8,400m Sprint,Recovery,98,Low,949,11,2820
39,Male,198.4,73.6,800m Run,Training,117,High,12693,13,4509
28,Female,178.4,102.2,1500m Run,Recovery,42,High,9241,1,3731
38,Male,185.5,77.9,Discus,Training,78,Medium,13394,2,3323
30,Male,169.0,78.0,Shot Put,Recovery,132,Medium,4075,9,3490
29,Male,189.8,54.0,800m Run,Training,87,Low,12651,13,2438
26,Female,189.8,108.9,400m Sprint,Training,73,Medium,9582,5,4015
23,Male,178.5,61.2,Discus,Recovery,76,High,9275,9,3331
22,Female,198.9,49.8,100m Sprint,Recovery,130,Low,12838,13,2230
32,Male,160.6,88.1,Discus,Recovery,79,Low,1658,5,2696
37,Male,155.8,83.7,Long Jump,Training,92,Medium,12579,15,3471
32,Male,189.7,72.0,High Jump,Competition,74,Medium,6932,7,3294
27,Female,191.3,72.4,Discus,Competition,136,Medium,14248,14,3474
32,Male,160.4,96.0,Triple Jump,Recovery,82,Low,8053,16,2879
29,Female,167.0,57.7,Hammer,Competition,74,Medium,6959,6,2517
18,Female,155.8,98.3,100m Sprint,Competition,44,High,1817,2,3906
31,Female,168.2,87.2,Hammer,Recovery,45,Low,8382,16,2408
19,Male,189.8,72.2,800m Run,Training,82,Medium,460,19,3410
36,Male,178.3,74.8,Javelin,Recovery,92,High,7971,5,3534
30,Male,170.7,61.7,1500m Run,Competition,98,High,14999,4,3860
23,Male,171.7,93.9,200m Sprint,Training,84,Medium,6015,14,3910
24,Female,155.1,78.3,100m Sprint,Competition,88,High,6376,6,3795
38,Female,168.5,65.9,Triple Jump,Training,28,Low,2521,8,1993
32,Female,184.1,83.7,Long Jump,Competition,45,Low,3476,3,2574
31,Male,198.8,109.7,1500m Run,Recovery,47,High,2705,4,4471
32,Female,193.1,73.3,Shot Put,Competition,59,Low,4366,1,2383
21,Male,156.1,104.8,Javelin,Competition,46,Medium,9349,2,3636
18,Female,195.4,67.4,Javelin,Training,57,High,12458,13,3511
40,Male,190.2,48.6,200m Sprint,Competition,104,Low,13726,9,2536
19,Male,190.1,58.3,Discus,Recovery,83,Medium,27,12,3107
37,Female,175.6,72.2,Hammer,Recovery,49,Medium,4231,10,2656
30,Female,172.9,59.3,Triple Jump,Recovery,118,Low,11164,10,2170
17,Female,168.6,45.0,Javelin,Training,150,High,6548,18,3154
40,Female,158.0,104.5,Discus,Training,31,Medium,3024,12,3014
32,Male,165.3,99.9,Shot Put,Competition,110,Medium,13175,16,3886
37,Female,166.1,93.2,100m Sprint,Competition,49,Medium,13816,6,3083
35,Female,176.8,55.9,High Jump,Competition,57,Medium,1264,10,2302
28,Female,188.6,52.8,Triple Jump,Training,104,High,9047,15,3276
29,Male,176.3,49.4,400m Sprint,Training,79,Low,12217,9,2348
31,Male,157.6,92.1,800m Run,Competition,57,Low,6587,2,2801
15,Female,198.1,105.4,400m Sprint,Training,123,Low,6577,18,3628
39,Male,197.4,73.0,High Jump,Training,48,Medium,1251,12,3144
35,Female,190.3,52.7,Shot Put,Recovery,131,High,12796,3,3153
31,Male,199.6,78.3,400m Sprint,Recovery,40,Low,3870,7,2782
37,Male,179.5,67.7,Long Jump,Competition,138,High,1326,9,4176
39,Male,198.3,69.4,Triple Jump,Competition,79,Low,6177,8,2779
25,Male,158.4,85.4,Long Jump,Recovery,132,Medium,9217,6,3580
31,Female,171.5,91.7,200m Sprint,Training,148,Low,361,1,3296
40,Female,165.1,52.2,High Jump,Competition,77,Medium,1218,14,2308
28,Female,163.8,47.3,200m Sprint,Competition,22,Medium,605,16,2105
34,Male,161.3,109.6,200m Sprint,Competition,42,Low,5959,16,3011
33,Female,183.0,60.1,200m Sprint,Training,102,High,13619,4,3419
35,Female,190.2,48.5,Javelin,Recovery,74,Medium,1670,6,2270
21,Female,181.0,57.3,100m Sprint,Competition,129,High,13003,15,3777
38,Male,161.6,47.5,Javelin,Recovery,135,Low,10489,8,2011
27,Male,191.5,70.5,100m Sprint,Recovery,81,Medium,10386,1,3231
32,Male,183.6,97.2,High Jump,Training,106,High,4443,13,5184
37,Female,172.5,67.2,Hammer,Training,119,Medium,1277,18,2839
28,Female,185.3,73.9,1500m Run,Training,46,Low,398,18,2320
15,Female,166.7,88.9,Javelin,Training,53,Medium,13645,13,3073
21,Male,170.5,78.1,400m Sprint,Training,52,Low,13487,14,2563
22,Male,196.3,101.0,100m Sprint,Training,111,High,2172,11,5383
32,Female,168.1,101.3,Javelin,Competition,115,Medium,2810,7,4012
23,Male,176.1,45.6,Discus,Recovery,114,High,14733,18,3043
15,Male,195.1,95.6,Long Jump,Training,57,Low,6274,4,3264
36,Male,186.8,74.9,Javelin,Competition,60,Low,5681,17,2722
31,Male,157.8,109.3,100m Sprint,Recovery,98,High,10844,19,4855
33,Female,161.6,76.4,Shot Put,Training,147,High,2939,14,4135
20,Male,155.4,109.1,200m Sprint,Training,41,Low,9013,10,3112
17,Male,183.4,94.0,100m Sprint,Competition,35,High,13189,6,4077
38,Male,175.1,61.2,Hammer,Recovery,51,Low,944,18,2251
19,Male,161.0,80.0,High Jump,Training,57,High,11670,4,3686
16,Female,198.1,109.5,Long Jump,Recovery,117,Low,10971,11,3483
34,Female,178.8,100.7,Long Jump,Competition,40,Low,5965,13,2749
39,Male,165.9,51.3,1500m Run,Training,75,Medium,12621,8,2696
18,Male,177.5,90.9,Javelin,Recovery,65,Low,13331,10,2970
24,Male,185.6,67.5,800m Run,Competition,62,Low,6348,11,2636
24,Male,158.4,45.5,Javelin,Competition,139,Medium,7770,3,2945
38,Male,167.4,71.2,800m Run,Training,65,Medium,7099,15,2945
35,Male,191.3,60.3,400m Sprint,Recovery,67,High,12642,8,3314
25,Female,175.7,98.2,Discus,Training,103,High,1196,20,4415
30,Male,179.6,66.9,Triple Jump,Training,50,Low,1212,18,2518
40,Female,174.5,98.8,High Jump,Recovery,90,High,823,1,4164
31,Female,157.0,45.0,Shot Put,Recovery,27,High,13313,8,1961
30,Male,162.5,65.0,100m Sprint,Recovery,149,Low,10088,3,2554
21,Female,175.0,60.7,High Jump,Competition,71,Medium,7084,1,2813
30,Female,164.4,60.2,Discus,Competition,64,Medium,12455,20,2386
17,Female,157.2,49.4,800m Run,Recovery,56,Low,10607,16,1862
40,Female,193.0,57.2,High Jump,Competition,63,Low,535,9,2101
30,Female,199.2,81.1,Hammer,Training,136,Low,14236,17,3061
22,Female,190.7,63.9,100m Sprint,Recovery,57,Low,3010,16,2332
26,Male,193.4,72.1,1500m Run,Training,118,Low,10819,6,3352
17,Female,165.9,69.5,400m Sprint,Recovery,143,Low,7537,7,2597
31,Female,198.2,101.9,1500m Run,Training,25,High,11969,16,3528
35,Female,163.9,103.8,800m Run,Recovery,87,High,13907,8,4098
32,Male,197.8,77.0,200m Sprint,Training,120,High,949,10,4850
25,Female,199.8,66.5,Javelin,Recovery,32,Medium,11700,14,2648
18,Male,187.0,51.9,800m Run,Recovery,49,Low,12494,11,2299
30,Female,199.2,107.0,400m Sprint,Competition,119,Low,543,2,3644
31,Male,180.6,48.9,100m Sprint,Training,21,High,3900,12,2747
23,Male,166.7,64.3,Hammer,Competition,77,Medium,11945,20,2869
20,Female,174.7,64.4,Discus,Training,55,High,4224,20,2995
38,Female,181.7,65.8,Triple Jump,Competition,91,Low,13758,13,2453
34,Male,158.3,55.7,1500m Run,Recovery,145,Low,14949,15,2270
39,Female,183.0,95.9,800m Run,Competition,96,High,10274,12,4624
16,Male,199.2,53.0,Discus,Competition,69,High,2866,13,3358
23,Male,163.6,86.3,Hammer,Recovery,51,Low,2246,8,2679
35,Male,190.7,53.0,1500m Run,Competition,117,High,1836,16,3863
20,Male,195.9,49.6,800m Run,Recovery,62,Low,8268,3,2458
17,Male,197.5,104.1,400m Sprint,Training,144,High,8560,13,6000
34,Female,198.2,57.4,1500m Run,Competition,114,Medium,6976,12,3166
20,Male,178.5,98.4,800m Run,Recovery,97,Low,12813,19,3263
21,Male,199.0,80.4,100m Sprint,Recovery,73,Medium,348,2,3382
15,Female,189.1,50.1,Hammer,Competition,66,High,4601,1,3224
37,Male,162.3,107.1,400m Sprint,Training,33,Medium,12930,8,3464
15,Female,176.5,61.1,Discus,Competition,74,High,4333,9,3262
19,Female,187.3,100.9,Discus,Recovery,82,Medium,5399,8,3573
20,Female,166.1,56.0,Triple Jump,Training,38,Medium,5696,17,2387
27,Male,183.8,100.5,High Jump,Competition,110,Medium,1455,9,4426
16,Male,185.0,45.9,200m Sprint,Recovery,120,Low,2185,6,2459
29,Male,162.3,78.3,100m Sprint,Competition,56,Medium,7436,15,3077
29,Female,180.4,95.0,400m Sprint,Training,126,High,3811,13,4918
27,Male,189.7,105.8,1500m Run,Training,111,High,11464,12,5576
40,Female,177.5,104.1,Discus,Training,71,Low,7309,13,2880
39,Male,155.5,98.3,Javelin,Training,47,Low,14947,7,2723
28,Female,155.4,102.7,Hammer,Training,55,High,13961,18,3892
40,Male,171.1,57.9,100m Sprint,Competition,135,Medium,8086,14,3364
36,Male,196.7,63.5,400m Sprint,Training,83,High,3682,11,3943
21,Male,165.3,63.8,400m Sprint,Training,37,Low,1846,14,2267
28,Female,183.5,69.5,1500m Run,Recovery,108,Low,1854,17,2472
40,Female,165.0,70.6,400m Sprint,Training,97,High,2985,2,3617
38,Male,169.5,80.4,Shot Put,Recovery,109,Medium,12642,19,3372
24,Male,193.2,55.4,100m Sprint,Recovery,27,Medium,10817,16,2743
31,Female,187.8,89.9,800m Run,Recovery,34,Low,2894,10,2525
28,Female,159.3,55.9,Discus,Competition,26,High,7496,8,2314
22,Female,174.3,65.2,Discus,Competition,36,High,558,5,2922
18,Male,156.3,77.7,800m Run,Recovery,105,Low,2896,7,2630
40,Female,176.6,96.8,100m Sprint,Competition,137,High,10109,13,5457
30,Male,184.8,93.1,200m Sprint,Training,83,Low,1254,16,3303
38,Female,160.3,87.0,Javelin,Competition,31,Medium,1681,5,2667
27,Male,168.0,55.1,100m Sprint,Training,75,Medium,13457,16,2654
36,Female,172.9,80.6,Long Jump,Training,120,High,5271,15,4054
39,Female,196.4,50.7,400m Sprint,Competition,35,Medium,10006,9,2426
34,Female,199.7,69.5,High Jump,Competition,21,Medium,6283,12,2705
32,Female,157.0,71.9,1500m Run,Recovery,147,Low,8854,8,2465
28,Female,189.2,47.6,Shot Put,Competition,111,Low,12308,13,2312
32,Male,171.7,62.8,High Jump,Competition,124,High,3325,5,3993
19,Female,172.7,107.1,800m Run,Competition,50,Low,14399,14,3026
40,Female,188.9,107.0,1500m Run,Training,66,High,1241,16,4551
23,Female,196.3,67.9,1500m Run,Training,62,High,3143,11,3390
17,Male,197.8,47.8,Javelin,Training,84,Low,3037,20,2442
22,Female,181.0,56.6,1500m Run,Recovery,69,Medium,8353,12,2496
34,Male,171.1,70.5,Discus,Recovery,20,Medium,12417,15,2650
36,Female,190.4,106.6,Shot Put,Recovery,141,Medium,14916,12,3973
24,Female,166.3,54.2,Discus,Training,47,Medium,10142,9,2307
36,Male,180.4,94.6,400m Sprint,Competition,105,High,12512,1,5063
33,Female,171.1,52.1,Long Jump,Recovery,101,Medium,1781,3,2349
35,Male,184.5,108.8,Triple Jump,Recovery,41,High,4675,12,4186
17,Male,165.8,69.8,Javelin,Training,60,Low,1477,20,2412
25,Female,163.6,95.4,Shot Put,Recovery,95,Low,11222,13,2670
25,Male,196.3,67.3,High Jump,Competition,108,High,7148,6,4645
31,Female,159.6,85.8,Hammer,Training,78,Medium,12178,10,3219
30,Female,177.8,57.5,400m Sprint,Training,88,High,7551,10,3041
21,Male,164.9,54.5,100m Sprint,Competition,142,Medium,106,16,3230
18,Male,156.8,106.0,800m Run,Competition,93,Medium,2668,1,4303
37,Male,156.6,104.6,Long Jump,Competition,26,High,4935,16,3477
33,Male,162.9,102.7,400m Sprint,Recovery,120,High,7270,4,5082
26,Female,194.0,85.7,100m Sprint,Competition,130,Medium,1164,6,4190
29,Female,167.7,97.5,Long Jump,Training,71,High,14912,19,3978
25,Male,197.8,49.5,100m Sprint,Competition,43,Medium,1157,2,2802
19,Female,181.2,66.8,Shot Put,Training,45,High,2246,18,3124
19,Female,174.6,65.4,Javelin,Training,144,Low,6653,10,2515
29,Female,181.1,86.3,Hammer,Recovery,109,Medium,8858,4,3448
32,Female,178.3,68.1,100m Sprint,Competition,141,Low,10318,1,2745
25,Male,189.1,54.7,Long Jump,Recovery,29,High,14259,15,3070
40,Male,167.7,83.8,100m Sprint,Competition,36,Low,11133,10,2503
26,Female,170.9,97.9,Hammer,Competition,21,High,7649,18,3169
16,Male,195.2,69.8,High Jump,Competition,131,Medium,511,16,4081
34,Male,197.6,53.6,400m Sprint,Competition,46,High,8441,13,3294
29,Male,195.2,57.8,Long Jump,Competition,90,High,888,15,3849
34,Female,173.9,60.4,High Jump,Training,137,Medium,9215,2,3086
18,Female,190.1,64.5,100m Sprint,Training,28,High,12886,20,3032
36,Female,176.4,86.8,100m Sprint,Competition,105,Medium,7983,4,3655
32,Male,177.4,84.1,1500m Run,Training,42,High,13040,1,3675
20,Female,164.2,90.2,Long Jump,Recovery,92,Medium,8791,7,3291
37,Female,181.6,68.6,Shot Put,Recovery,46,Low,3022,11,2180
40,Male,163.4,98.6,100m Sprint,Recovery,112,High,2530,10,4259
33,Female,169.9,58.3,800m Run,Competition,100,High,11075,1,3332
25,Female,193.5,75.5,Discus,Competition,103,High,6315,11,4281
38,Male,164.3,97.1,Triple Jump,Training,62,Medium,2064,10,3442
16,Male,158.2,56.7,Discus,Training,26,High,9950,14,2948
22,Male,158.1,52.1,Shot Put,Training,111,Medium,5413,14,2671
25,Female,197.3,102.4,400m Sprint,Recovery,102,High,6537,7,4755
19,Female,177.8,67.3,Javelin,Recovery,103,Low,14133,11,2325
32,Female,173.4,89.5,200m Sprint,Recovery,63,High,3569,4,3473
37,Male,191.5,46.6,800m Run,Recovery,59,Low,1242,2,2121
32,Male,192.6,89.9,200m Sprint,Training,44,Medium,4329,7,3711
28,Female,169.9,65.5,100m Sprint,Competition,78,Low,13701,19,2304
36,Female,186.2,48.6,Hammer,Competition,122,High,10487,14,3114
24,Male,189.7,84.6,400m Sprint,Recovery,105,High,1925,19,4416
17,Male,184.5,60.7,High Jump,Competition,131,Medium,14387,7,3499
23,Male,161.8,70.1,100m Sprint,Competition,105,High,10254,12,4213
17,Male,194.4,50.2,200m Sprint,Competition,117,High,3395,3,3662
25,Female,179.3,54.6,100m Sprint,Recovery,81,Medium,440,15,2455
26,Male,167.7,64.4,Triple Jump,Training,27,Medium,5231,5,2678
26,Female,174.1,50.8,1500m Run,Training,132,Low,8181,8,2209
17,Female,156.7,104.2,Triple Jump,Competition,79,Medium,2743,14,3619
35,Female,160.8,45.4,400m Sprint,Training,79,High,8039,4,2474
21,Male,189.4,76.5,Hammer,Training,125,Medium,8198,7,3897
28,Male,155.0,53.0,High Jump,Recovery,21,High,1586,7,2528
38,Male,173.7,65.0,Triple Jump,Recovery,110,Low,825,18,2524
25,Male,178.5,105.2,Long Jump,Competition,33,Medium,3824,14,3450
21,Female,157.5,55.5,High Jump,Competition,67,High,1268,8,2707
39,Male,198.8,107.8,Hammer,Competition,122,Medium,7615,12,4899
35,Male,165.2,58.4,200m Sprint,Recovery,75,Medium,3436,10,2641
24,Female,168.7,93.2,Triple Jump,Training,31,Medium,11630,14,2893
25,Male,168.7,80.5,1500m Run,Recovery,74,Medium,8089,9,3202
29,Female,165.4,102.5,High Jump,Recovery,129,Low,1310,6,2894
33,Female,155.1,81.0,100m Sprint,Training,23,High,12225,5,2773
30,Female,187.8,79.7,1500m Run,Training,55,Medium,9819,1,3099
36,Female,198.5,57.7,100m Sprint,Competition,150,High,9228,1,4178
35,Female,165.1,55.8,Hammer,Training,20,Low,13457,20,1783
34,Female,184.8,104.6,Triple Jump,Training,36,High,477,17,3769
26,Female,188.4,66.3,800m Run,Training,81,High,10870,11,3646
32,Female,193.2,69.2,800m Run,Training,67,Low,8906,12,2472
37,Male,174.0,94.4,200m Sprint,Competition,81,Medium,9868,3,3799
27,Male,168.6,67.0,1500m Run,Competition,88,High,2162,6,3743
19,Male,169.6,106.9,100m Sprint,Training,122,High,508,11,5389
18,Male,187.1,93.0,Shot Put,Training,129,Medium,7319,13,4396
28,Female,191.8,83.8,1500m Run,Competition,110,Medium,14392,11,4043
22,Male,163.2,102.3,Long Jump,Competition,133,High,381,8,5449
23,Female,171.7,48.2,200m Sprint,Training,108,Low,9372,10,2026
39,Male,195.6,61.7,Discus,Recovery,75,Medium,1845,2,2847
33,Male,191.3,75.2,Discus,Competition,97,Medium,7300,14,3598
17,Male,199.3,59.8,100m Sprint,Competition,33,Low,13474,16,2531
19,Female,188.9,93.4,800m Run,Competition,44,High,12562,17,3897
35,Male,172.7,104.7,High Jump,Training,51,Medium,9910,11,3584
40,Female,181.6,72.5,Long Jump,Training,101,High,9292,2,3695
32,Female,184.7,67.2,Discus,Competition,97,High,10052,5,3652
15,Male,158.5,107.5,100m Sprint,Training,125,High,10283,16,5632
22,Male,179.5,73.9,100m Sprint,Training,39,Low,8909,16,2582
33,Male,186.9,76.8,Triple Jump,Competition,93,High,7717,2,3998
31,Female,162.5,67.9,800m Run,Training,29,High,8509,16,2782
31,Male,190.1,104.1,1500m Run,Recovery,142,Medium,4629,5,4550
25,Female,181.3,82.0,High Jump,Training,53,Medium,5704,8,3178
16,Female,197.8,94.5,Triple Jump,Training,59,Low,1776,20,3048
20,Male,156.9,97.8,Discus,Competition,146,Low,8103,14,3445
36,Male,166.9,67.2,High Jump,Competition,52,Medium,2284,10,2666
28,Female,182.1,73.2,200m Sprint,Recovery,90,Medium,14852,2,2861
17,Female,168.3,100.2,800m Run,Training,117,Low,1244,3,3370
26,Female,187.1,68.6,Discus,Recovery,143,High,1333,18,3804
18,Male,189.2,96.6,Hammer,Recovery,62,Low,3669,2,3228
26,Female,159.6,106.2,100m Sprint,Competition,133,High,1200,9,5798
27,Male,178.1,85.5,Discus,Training,108,Medium,1794,2,3723
16,Female,177.9,93.2,Shot Put,Competition,32,Medium,6181,7,2905
